GT,Estimado,Intervalo
3,3,0.05
3,3,0.1
3,4,0.15
3,3,0.2
4,4,0.25
4,3,0.3
4,3,0.35
4,3,0.4
4,4,0.45
4,3,0.5
4,3,0.55
4,3,0.6
4,3,0.65
4,3,0.7
4,4,0.75
4,4,0.8
4,4,0.85
4,4,0.9
4,3,0.95
4,4,1.0
4,4,1.05
4,4,1.1
5,4,1.15
5,3,1.2
5,4,1.25
5,3,1.3
4,4,1.35
5,4,1.4
5,5,1.45
5,4,1.5
6,4,1.55
6,4,1.6
6,4,1.65
5,4,1.7
5,4,1.75
5,5,1.8
5,5,1.85
5,5,1.9
5,4,1.95
5,5,2.0
5,4,2.05
5,5,2.1
5,5,2.15
5,5,2.2
5,5,2.25
5,5,2.3
5,5,2.35
5,4,2.4
5,5,2.45
4,4,2.5
4,5,2.55
4,4,2.6
4,5,2.65
4,4,2.7
4,4,2.75
4,4,2.8
4,4,2.85
4,4,2.9
4,4,2.95
4,4,3.0
4,4,3.05
4,4,3.1
4,4,3.15
4,6,3.2
5,5,3.25
4,4,3.3
4,4,3.35
6,4,3.4
6,4,3.45
6,4,3.5
6,4,3.55
5,4,3.6
5,4,3.65
5,4,3.7
5,3,3.75
5,3,3.8
5,3,3.85
5,3,3.9
4,3,3.95
4,3,4.0
3,2,4.05
3,3,4.1
3,3,4.15
3,3,4.2
3,2,4.25
3,3,4.3
3,2,4.35
3,2,4.4
3,2,4.45
3,3,4.5
3,2,4.55
3,2,4.6
3,3,4.65
3,2,4.7
3,3,4.75
3,3,4.8
3,2,4.85
3,2,4.9
3,3,4.95
3,3,5.0
3,3,5.05
3,2,5.1
3,2,5.15
4,3,5.2
4,2,5.25
4,2,5.3
4,3,5.35
4,3,5.4
4,3,5.45
3,3,5.5
3,3,5.55
3,4,5.6
3,4,5.65
3,3,5.7
3,4,5.75
3,3,5.8
3,3,5.85
3,3,5.9
3,4,5.95
3,4,6.01
3,4,6.06
3,3,6.11
3,4,6.16
4,3,6.21
4,4,6.26
4,3,6.31
4,3,6.36
4,4,6.41
4,4,6.46
4,4,6.51
4,4,6.56
4,4,6.61
4,4,6.66
4,4,6.71
4,4,6.76
4,4,6.81
4,4,6.86
4,4,6.91
4,4,6.96
4,4,7.01
4,4,7.06
4,4,7.11
4,4,7.16
4,5,7.21
4,4,7.26
4,4,7.31
4,3,7.36
4,3,7.41
4,3,7.46
4,4,7.51
4,4,7.56
4,4,7.61
4,4,7.66
4,4,7.71
4,4,7.76
4,3,7.81
4,3,7.86
3,3,7.91
3,3,7.96
3,3,8.01
3,3,8.06
3,3,8.11
3,3,8.16
3,3,8.21
3,3,8.26
3,3,8.31
3,3,8.36
3,3,8.41
3,3,8.46
3,3,8.51
3,3,8.56
3,3,8.61
3,3,8.66
3,3,8.71
3,3,8.76
3,3,8.81
3,3,8.86
3,3,8.91
3,3,8.96
3,3,9.01
3,3,9.06
3,3,9.11
3,3,9.16
3,3,9.21
3,3,9.26
3,3,9.31
3,3,9.36
3,3,9.41
3,3,9.46
3,3,9.51
3,3,9.56
3,3,9.61
3,3,9.66
3,3,9.71
3,3,9.76
3,3,9.81
3,3,9.86
3,3,9.91
3,3,9.96
3,3,10.01
3,3,10.06
3,3,10.11
3,3,10.16
3,3,10.21
3,3,10.26
3,3,10.31
3,3,10.36
3,3,10.41
3,3,10.46
3,3,10.51
3,3,10.56
3,3,10.61
3,3,10.66
3,3,10.71
3,3,10.76
3,3,10.81
3,3,10.86
3,3,10.91
3,3,10.96
3,3,11.01
3,3,11.06
3,3,11.11
3,3,11.16
3,3,11.21
3,3,11.26
3,3,11.31
3,3,11.36
3,3,11.41
3,3,11.46
3,3,11.51
3,3,11.56
3,3,11.61
3,3,11.66
3,3,11.71
3,3,11.76
3,3,11.81
3,3,11.86
3,3,11.91
3,3,11.96
3,3,12.01
3,3,12.06
3,3,12.11
3,3,12.16
3,3,12.21
3,3,12.26
3,3,12.31
3,3,12.36
3,3,12.41
3,3,12.46
3,3,12.51
3,3,12.56
3,3,12.61
3,3,12.66
3,3,12.71
3,3,12.76
